title,outlet,date,url,category,covers_black_stops,covers_hispanic_stops,covers_immigration_ice,covers_287g,covers_search_rates,covers_arrest_rates,covers_contraband,covers_disparity_index,covers_agency_level,covers_discretionary_stops,primary_focus,what_it_does_not_cover
"For Phelps County Seizing Suspects' Assets Is 'Like Pennies From Heaven'",STLPR,2019-02-21,https://www.stlpr.org/government-politics-issues/2019-02-21/for-phelps-county-seizing-suspects-assets-is-like-pennies-from-heaven,Municipal policing,no,yes,no,no,no,no,no,no,yes,no,"Phelps County (I-44 corridor) uses civil asset forfeiture from highway stops as major revenue; same county now holding ICE detainees for $85/night. 16 of 24 stops in 2016-17 involved drivers with Hispanic names.",Traffic stop racial data; VSR; immigration enforcement
"The Influence of Driver's Race on Traffic Stops in Missouri",Police Quarterly (Sage),2004-01-01,https://journals.sagepub.com/doi/abs/10.1177/1098611103260695,Academic research,yes,no,no,no,yes,no,no,yes,yes,no,"Early academic analysis of Missouri VSR data; found small but persistent racial differences in stop probability; larger differences in search and arrest",Hispanic-specific analysis; immigration
"Understanding Race Disparities in Vehicle Stops and Searches in Columbia",University of Missouri,2021-08-01,https://www.como.gov/wp-content/uploads/2021/08/Milyo-Disparities-Report-1.pdf,Academic research,yes,no,no,no,yes,yes,no,yes,yes,no,"MU study of Columbia PD beats; Black drivers more often stopped searched and arrested; alcohol/drug odor used disproportionately as search justification",Hispanic-specific analysis; immigration; statewide patterns
"Meatpacking plants have long relied on immigrant labor. Some now turn to foreign visa workers",Missouri Independent / Investigate Midwest,2021-08-23,https://missouriindependent.com/2021/08/23/meatpacking-plants-have-long-relied-on-immigrant-labor-some-now-turn-to-foreign-visa-workers/,Demographic context,no,yes,yes,no,no,no,no,no,no,no,"Missouri meatpacking plants shifting from undocumented workers to visa workers; history of immigrant labor dependence in MO",Traffic stop data; VSR; policing patterns
"Branson Aldermen approve policing agreement with DHS",KSMU,2026-02-12,https://www.ksmu.org/news/2026-02-12/branson-aldermen-approve-policing-agreement-with-dhs,287(g) coverage,no,yes,yes,yes,no,no,no,no,yes,no,KSMU coverage of Branson 287(g) vote,Traffic stop data; VSR; racial disparities
"Branson PD Chief discusses newly passed ICE agreement",FOX 2 St. Louis,2026-02-12,https://fox2now.com/news/missouri/branson-pd-chief-discusses-newly-passed-ice-agreement/,287(g) coverage,no,no,yes,yes,no,no,no,no,yes,no,Branson Chief Eric Schmitt defends 287(g); claims gang presence but cannot prove it,Traffic stop data; VSR; racial disparities
"Jurors Convict Former Missouri Police Officer of Civil Rights Violation",DOJ,2016-06-01,https://www.justice.gov/opa/pr/jurors-convict-former-missouri-police-officer-civil-rights-violation-other-charges,Officer misconduct,yes,no,no,no,no,no,no,no,yes,no,"Officer Timothy Runnels tased 17-year-old Bryce Masters during traffic stop causing cardiac arrest; convicted of civil rights violation; 4 years federal prison",Hispanic trends; immigration
"Missouri stun gun traffic stop lawsuit advances — Independence case",KSHB,2020-01-01,https://www.kshb.com/news/state/missouri/mediator-to-hear-independence-case-over-stun-gun-traffic-stop,Officer misconduct,yes,no,no,no,no,no,no,no,yes,no,Bryce Masters lawsuit against Independence PD for tasing during traffic stop,Hispanic trends; immigration
"'Courtesy Ride': Missouri Cops Claim They Were Doing Black Man a Favor By Nearly Killing Him",Atlanta Black Star,2026-03-25,https://atlantablackstar.com/2026/03/25/missouri-cops-claim-they-were-doing-black-man-a-favor-by-nearly-killing-him-instead-of-transporting-him-to-jail-for-shoplifting/,Officer misconduct,yes,no,no,no,no,no,no,no,yes,no,"Charles Garmon beaten tased pepper-sprayed by officer Samuel Davis and abandoned in field with broken jaw; felony kidnapping charges",Hispanic trends; immigration
"Judge dismisses excessive force lawsuit against St. Louis County police",St. Louis Post-Dispatch,2024-06-01,https://www.stltoday.com/news/local/crime-courts/judge-dismisses-excessive-force-lawsuit-against-st-louis-county-police/article_607dd488-1f6e-11ef-a7ec-cfdbad637bfe.html,Black drivers,yes,no,no,no,no,no,no,no,yes,no,Excessive force case dismissed despite documented injuries,Hispanic trends; immigration
"Judge orders release of Mohammad Ali Dadfar — Afghan immigrant detained by ICE who helped US fight Taliban",Colorado Sun / Ozarks First,2025-12-01,https://www.ozarksfirst.com/news/judge-orders-release-immigrant/,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,"Federal judge ruled due process violated; Dadfar spent 2 months in Greene County jail; Afghan asylum seeker arrested without warrant at weigh station",Traffic stop data; VSR
"Afghan asylum seeker who fought Taliban held by ICE in Missouri",KCUR,2025-11-25,https://www.kcur.org/news/2025-11-25/ice-missouri-afghan-taliban-deportation-arrest,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Dadfar case initial coverage; detained at weigh station without warrant,Traffic stop data; VSR
"Judge: ICE must grant bond hearing or release man detained in Greene County",Ozarks First,2026-02-01,https://www.yahoo.com/news/articles/judge-ice-must-grant-bond-224017807.html,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,"Jose Bravo-Vargas case; lived in US since 2006; judge ordered bond hearing or release from Greene County jail",Traffic stop data; VSR
"ICE releases Carol Mayorga a Missouri mom whose detention sparked rural uproar",STLPR,2025-06-04,https://www.stlpr.org/law-order/2025-06-04/carol-mayorga-kennett-missouri-ice-released,Immigration enforcement,no,yes,yes,no,no,no,no,no,no,no,"Carol Mayorga from Kennett MO released after community uproar; detained at routine check-in appointment",Traffic stop data; VSR
"Kehoe considering using Missouri National Guard to help ICE",STLPR,2025-08-26,https://www.stlpr.org/government-politics-issues/2025-08-26/kehoe-missouri-national-guard-immigration-enforcement,Political context,no,yes,yes,no,no,no,no,no,no,no,Governor weighing request to deploy National Guard for ICE support,Traffic stop data; VSR
"Missouri Gov. Kehoe activates National Guard to assist ICE agents",STLPR,2025-09-30,https://www.stlpr.org/government-politics-issues/2025-09-30/missouri-gov-kehoe-activates-national-guard-to-assist-ice-agents,Political context,no,yes,yes,no,no,no,no,no,no,no,"15 Guard members deployed for clerical and logistical ICE support; data entry case management; authorized through Sept 2026",Traffic stop data; VSR
"Missouri Guard troops assigned to duty with ICE working without pay during federal shutdown",Missouri Independent,2025-10-02,https://missouriindependent.com/2025/10/02/missouri-guard-troops-assigned-to-duty-with-ice-working-without-pay-during-federal-shutdown/,Political context,no,yes,yes,no,no,no,no,no,no,no,Guard members supporting ICE went unpaid during federal shutdown,Traffic stop data; VSR
"Missouri 'authorizes' National Guard to assist ICE's deportations statewide",KSDK,2025-09-30,https://www.ksdk.com/article/news/local/missouri-national-guard-will-assist-ice-deportations-kehoe/63-dca08193-f8b4-4f27-96ac-c6397b29f048,Political context,no,yes,yes,no,no,no,no,no,no,no,KSDK coverage of Guard deployment for ICE,Traffic stop data; VSR
"Recent immigration raids increased student absences",PNAS (peer-reviewed),2025-01-01,https://www.pnas.org/doi/10.1073/pnas.2510395122,Academic research,no,yes,yes,no,no,no,no,no,no,no,"Peer-reviewed study: ICE raids caused 22% increase in daily student absences; particularly among youngest students",Missouri-specific data; traffic stops
"Immigrant student enrollment is dwindling at schools across the US amid immigration crackdowns",NBC News,2025-11-17,https://www.nbcnews.com/news/us-news/immigrant-student-enrollment-dwindling-schools-us-rcna244384,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,"National: parents deported or fleeing; enrollment drops; 24% of educators report reduced attendance",Missouri-specific data; traffic stops
"Hillsdale police working for ICE go to Ritenour Middle School to ask about 3 students",St. Louis Post-Dispatch,2026-02-01,https://www.stltoday.com/news/local/government-politics/article_15d2197d-b7bc-483f-9000-28270d6f7f1e.html,Immigration enforcement,no,yes,yes,yes,no,no,no,no,yes,no,"CRITICAL: Hillsdale PD (with ICE contract) went to a Ritenour middle school OUTSIDE their jurisdiction to ask about 3 students. School refused to cooperate. Ritenour superintendent: 5% attendance drop among Spanish-speaking students.",Traffic stop data; VSR
"ICE rumors drive fear in St. Louis following Minneapolis killings",KBIA,2026-02-09,https://www.kbia.org/missouri-news/2026-02-09/ice-rumors-drive-fear-in-st-louis-following-minneapolis-killings,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,"STL-area fear after Minneapolis shootings; Ritenour food pantry seeing drop in customers; school disruptions",Traffic stop data; VSR
"ACLU Guidance for Schools: Immigration Enforcement",ACLU of Missouri,2025-01-20,https://www.aclu-mo.org/know-your-rights/guidance-schools-immigration-enforcement/,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,ACLU guidance for Missouri schools on immigration enforcement on or near campus,Traffic stop data; VSR
"Racial profiling laws yield data but few changes",Joplin Globe,2018-01-01,https://www.joplinglobe.com/news/racial-profiling-laws-yield-data-but-few-changes/article_1ec852f3-d0be-534f-bb42-ddd1c28fb394.html,VSR coverage,yes,no,no,no,yes,no,no,yes,no,no,"Assessment that 18 years of VSR data collection produced no meaningful change in police behavior",Hispanic trends; immigration; discretionary stops
"Vehicle stop reports aim to prevent racial profiling",The Maneater (MU student newspaper),2020-01-01,https://www.themaneater.com/stories/outlook/vehicle-stop-reports-aim-prevent-racial-profiling,VSR coverage,yes,no,no,no,yes,no,no,yes,no,no,Student journalism explaining VSR system and its limitations,Hispanic trends; immigration
"City of Goodman MO selects third police chief in 1.5 years",KOAM,2024-08-01,https://www.koamnewsnow.com/news/local-news/city-of-goodman-mo-selects-third-police-chief-in-1-5-years/article_668f6144-5f5a-11ef-9238-8b06f76e857e.html,Police accountability,no,no,no,no,no,no,no,no,yes,no,"Goodman (McDonald County — 287(g) signed) cycling through 3 police chiefs in 18 months; instability in tiny department now empowered for immigration enforcement",Traffic stop data; VSR; immigration
"Immigration attorney provides update on Liberty Mo Mexican restaurant employees arrested during ICE raid",KSHB,2025-03-01,https://www.kshb.com/news/local-news/immigration-attorney-provides-update-on-liberty-mo-mexican-restaurant-employees-arrested-during-ice-raid,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Update on El Potro workers; attorney fighting deportation cases,Traffic stop data; VSR
"Federal judge rules against ICE in warrantless arrests of 11 KC-area workers",The Beacon (KC),2025-10-09,https://thebeaconnews.org/stories/2025/10/09/ice-arrests-immigrant-workers-liberty/,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,"Beacon coverage of El Potro ruling; 22 arrests nationwide found to violate consent decree; DHS ordered to retrain officers and reissue warrantless arrest policy",Traffic stop data; VSR
"Federal judge rules against ICE in warrantless arrests of 11 KC-area workers",The Pitch (KC),2025-10-10,https://www.thepitchkc.com/federal-judge-rules-against-ice-in-the-warrantless-arrests-of-11-liberty-restaurant-workers/,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Pitch coverage of El Potro ruling,Traffic stop data; VSR
"Springfield Police Department Bias-Based Policing Standard Operating Guideline",Springfield PD,2020-01-01,https://www.springfieldmo.gov/DocumentCenter/View/49095/SOG-1033-Bias-Based-Policing,Policy document,yes,yes,no,no,yes,no,no,no,yes,no,"Springfield PD's internal bias policy; officers use binomial probability formula to flag potential profiling; hired third-party researcher for VSR analysis",Traffic stop trends; immigration
"Where We Stand — Springfield Police racial disparity response",Springfield MO,2020-01-01,https://www.springfieldmo.gov/5185/Where-We-Stand,Policy document,yes,yes,no,no,yes,yes,no,yes,yes,no,"Springfield PD's public-facing response to racial disparity data; notes Hispanic investigative stops nearly double city average; Hispanic search and arrest rates above average. One of very few agency responses that acknowledges Hispanic disparities.",Immigration; 287(g); statewide context
"Hillsdale police working for ICE go to Ritenour Middle School to ask about 3 students",St. Louis Post-Dispatch,2026-02-01,https://www.stltoday.com/news/local/government-politics/article_15d2197d-b7bc-483f-9000-28270d6f7f1e.html,Immigration enforcement,no,yes,yes,yes,no,no,no,no,yes,no,"Hillsdale PD (with ICE contract) went to Ritenour middle school OUTSIDE their jurisdiction to ask about 3 students. School refused. Superintendent: 5% attendance drop among Spanish-speaking students. Food pantry customers declining.",Traffic stop data; VSR
"ICE rumors drive fear in St. Louis following Minneapolis killings",KBIA,2026-02-09,https://www.kbia.org/missouri-news/2026-02-09/ice-rumors-drive-fear-in-st-louis-following-minneapolis-killings,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,STL-area fear post-Minneapolis shootings; Ritenour food pantry drop; school disruptions,Traffic stop data; VSR
"ACLU Guidance for Schools: Immigration Enforcement",ACLU of Missouri,2025-01-20,https://www.aclu-mo.org/know-your-rights/guidance-schools-immigration-enforcement/,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,ACLU guidance for Missouri schools on immigration enforcement,Traffic stop data; VSR
"Racial profiling laws yield data but few changes",Joplin Globe,2018-01-01,https://www.joplinglobe.com/news/racial-profiling-laws-yield-data-but-few-changes/article_1ec852f3-d0be-534f-bb42-ddd1c28fb394.html,VSR coverage,yes,no,no,no,yes,no,no,yes,no,no,18 years of VSR data collection produced no meaningful change in police behavior,Hispanic trends; immigration; discretionary stops
"Vehicle stop reports aim to prevent racial profiling",The Maneater (MU),2020-01-01,https://www.themaneater.com/stories/outlook/vehicle-stop-reports-aim-prevent-racial-profiling,VSR coverage,yes,no,no,no,yes,no,no,yes,no,no,Student journalism explaining VSR system and limitations,Hispanic trends; immigration
"City of Goodman MO selects third police chief in 1.5 years",KOAM,2024-08-01,https://www.koamnewsnow.com/news/local-news/city-of-goodman-mo-selects-third-police-chief-in-1-5-years/article_668f6144-5f5a-11ef-9238-8b06f76e857e.html,Police accountability,no,no,no,no,no,no,no,no,yes,no,"Goodman (McDonald County — 287(g) signed) cycling through 3 police chiefs in 18 months; instability in tiny department now empowered for immigration enforcement",Traffic stop data; VSR; immigration
"Immigration attorney provides update on Liberty Mo Mexican restaurant employees",KSHB,2025-03-01,https://www.kshb.com/news/local-news/immigration-attorney-provides-update-on-liberty-mo-mexican-restaurant-employees-arrested-during-ice-raid,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Update on El Potro workers; attorney fighting deportation cases,Traffic stop data; VSR
"Federal judge rules against ICE in warrantless arrests — Beacon coverage",The Beacon (KC),2025-10-09,https://thebeaconnews.org/stories/2025/10/09/ice-arrests-immigrant-workers-liberty/,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,El Potro ruling; 22 arrests nationwide violated consent decree; DHS ordered to retrain and reissue policy,Traffic stop data; VSR
"Federal judge rules against ICE — Pitch coverage",The Pitch (KC),2025-10-10,https://www.thepitchkc.com/federal-judge-rules-against-ice-in-the-warrantless-arrests-of-11-liberty-restaurant-workers/,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Pitch El Potro ruling coverage,Traffic stop data; VSR
"Pokin Around: ICE arrested one of 'Kennett's best'",Springfield Daily Citizen,2025-05-30,https://sgfcitizen.org/steve-pokin-columns-2/pokin-around-ice-arrested-one-of-kennetts-best-shes-here-in-jail-but-kennett-wants-her-back-home/,Immigration enforcement,no,yes,yes,no,no,no,no,no,no,no,"Carol Mayorga coverage; Springfield columnist connecting Kennett detention to Greene County jail where she was held",Traffic stop data; VSR
"Mom of 3 Who Fled to US to Escape Abuse Faces Deportation After 20 Years",Newsweek,2025-05-28,https://www.newsweek.com/mom-3-who-fled-us-escape-abuse-faces-deportation-after-20-years-2076726,Immigration enforcement,no,yes,yes,no,no,no,no,no,no,no,"Carol Mayorga national coverage; Trump stronghold Kennett rallied for her; raised $20K at local restaurant",Traffic stop data; VSR
"She went in for a visa update and never came back: Bootheel community reels",Daily Dunklin Democrat,2025-05-24,https://www.dddnews.com/news/she-went-in-for-a-visa-update-and-never-came-back-bootheel-community-reels-after-ice-detention-48f95fb6,Immigration enforcement,no,yes,yes,no,no,no,no,no,no,no,Local Bootheel newspaper coverage of Mayorga detention,Traffic stop data; VSR
"Police Accountability Coalition Responds to Release of Vehicle Stops Report Data",ACLU of Missouri,2020-06-01,https://www.aclu-mo.org/en/news/police-accountability-coalition-responds-release-vehicle-stops-report-data,VSR coverage,yes,yes,no,no,yes,yes,no,yes,no,no,"Coalition response to 2019 VSR; notes Hispanics 1.52x more likely to be searched; calls for Fourth Amendment Affirmation Act",Per-capita analysis; discretionary stops; agency-level; immigration
"Coalition for Fair Policing Calls for Passage of 4th Amendment Affirmation Act",Empower Missouri,2019-06-01,https://empowermissouri.org/coalition-for-fair-policing-calls-for-the-passage-of-the-4th-amendment-affirmation-act-in-response-to-release-of-vehicle-stops-report-by-ag/,Advocacy,yes,yes,no,no,yes,no,yes,yes,no,no,"Coalition response to VSR release; notes Hispanic search disparity; calls for consequences for profiling agencies",Per-capita analysis; discretionary stops; immigration
"SB985 — Establishes the Fourth Amendment Affirmation Act",Missouri Senate,2020-01-01,https://www.senate.mo.gov/20info/BTS_Web/Bill.aspx?SessionType=R&BillID=32155446,Legislation,yes,yes,no,no,yes,no,no,yes,no,no,"Bipartisan bill by Rep. Dogan (R-Ballwin) and Sen. Nasheed (D-STL); creates consequences for agencies with discriminatory stop patterns; redirects fine revenue to training. Never passed.",Per-capita analysis; immigration; agency accountability
"St. Louis-area senators pre-file bills on police accountability racial profiling tax protection",St. Louis American,2020-01-01,https://www.stlamerican.com/news/political-eye/st-louis-area-senators-pre-file-bills-on-police-accountability-racial-profiling-tax-protection/,Legislation,yes,no,no,no,no,no,no,yes,no,no,Pre-filing of police accountability bills including racial profiling measures,Hispanic trends; immigration
"Police Scorecard: Missouri",Police Scorecard,2023-01-01,https://policescorecard.org/mo,Data/research,yes,yes,no,no,no,yes,no,no,yes,no,"Missouri scorecard: more racial disparities in deadly force than 64% of states; STL County Latinx 4.2x as likely to be killed by police as white person",Immigration; traffic stop data; VSR
"Time of Day and Vehicle Stops — MOST Policy Initiative",MOST Policy Initiative,2021-12-01,https://mostpolicyinitiative.org/wp-content/uploads/2021/11/Time-of-Day-and-Vehicle-Stops-1.pdf,Academic research,yes,no,no,no,yes,no,no,yes,no,no,"Missouri-specific research: analyzed whether darkness reduces racial profiling (veil of darkness test); Black drivers 20% more likely to be stopped; nonpartisan policy brief for Missouri legislators",Hispanic-specific analysis; immigration
"Former Florissant officer who searched women's phones for nude photos during traffic stops sentenced to two years",KSDK,2026-03-11,https://www.ksdk.com/article/news/local/former-florissant-officer-admitted-stealing-nude-photos-during-traffic-stops-sentenced-julian-alcala/63-00e067b4-389f-4785-a568-7fe0f5508ae3,Officer misconduct,no,no,no,no,no,no,no,no,yes,no,"Florissant officer Julian Alcala stole nude photos from women's phones during traffic stops Feb-May 2024; 20 counts deprivation of rights; 24 months federal prison. Second MO officer convicted for phone theft during stops (after MSHP's McKnight).",Hispanic trends; racial disparities
"Former Florissant cop gets 2 years for stealing intimate photos during traffic stops",STLPR,2026-03-11,https://www.stlpr.org/law-order/2026-03-11/former-florissant-cop-gets-2-years-for-stealing-intimate-photos-during-traffic-stops,Officer misconduct,no,no,no,no,no,no,no,no,yes,no,STLPR coverage of Alcala sentencing,Hispanic trends; racial disparities
"Former Florissant police officer admits to stealing intimate photos during traffic stops",STLPR,2025-12-02,https://www.stlpr.org/news-briefs/2025-12-02/former-florissant-police-officer-admits-to-stealing-intimate-photos-during-traffic-stops,Officer misconduct,no,no,no,no,no,no,no,no,yes,no,Alcala guilty plea; detailed how he took phones under pretense of verifying insurance,Hispanic trends; racial disparities
"Kansas City police officer Eric DeValkenaere found guilty in fatal shooting of a Black man",KCUR,2021-11-19,https://www.kcur.org/news/2021-11-19/kansas-city-police-officer-eric-devalkenaere-found-guilty-in-fatal-shooting-of-a-black-man,Black drivers,yes,no,no,no,no,no,no,no,yes,no,"First KCPD officer convicted for fatal shooting of Black man; Cameron Lamb 26 shot while backing into garage; no warrant no probable cause; prosecutors said police planted evidence",Hispanic trends; immigration; traffic stop data
"White Missouri officer convicted in Black man's 2019 death",PBS NewsHour / NBC News,2021-11-19,https://www.pbs.org/newshour/nation/white-missouri-officer-convicted-in-black-mans-2019-death,Black drivers,yes,no,no,no,no,no,no,no,yes,no,National coverage of DeValkenaere conviction; Cameron Lamb case,Hispanic trends; immigration
"Video captures shooting that led to felony pleas for two North County cops",St. Louis Post-Dispatch,2023-11-01,https://www.stltoday.com/news/local/crime-courts/video-captures-shooting-that-led-to-felony-pleas-for-two-north-county-cops/article_f4462d00-78cf-11ee-a7cb-5f93c3bfd6f8.html,Black drivers,yes,no,no,no,no,no,no,no,yes,no,"Officers Schanz and Gage shot Antoine Algee twice in chest during traffic stop in Flordell Hills; Schanz was former STL PD with misconduct history (muni-shuffle); both pled guilty to felonies; surrendered police licenses",Hispanic trends; immigration
"Video footage lawsuit raise new questions in fatal police shooting of St. Charles County man",First Alert 4 / KMOV,2025-07-12,https://www.firstalert4.com/2025/07/12/watch-video-footage-lawsuit-raise-new-questions-fatal-police-shooting-st-charles-county-man/,Police accountability,no,no,no,no,no,no,no,no,yes,no,"Fatal police shooting in St. Charles County; body cam raises questions; lawsuit filed",Hispanic trends; immigration; traffic stop data
"Community Trust in Law Enforcement — The Ferguson Papers",Truman School / University of Missouri,2015-01-01,https://truman.missouri.edu/sites/default/files/publication/the-ferguson-papers-community-trust-in-law-enforcement.pdf,Academic research,yes,no,no,no,no,no,no,no,yes,no,"MU Truman School post-Ferguson research on trust between Black communities and police; Missouri-specific academic work",Hispanic trends; immigration
"Missouri Traffic Stop Raises Questions on Search and Seizure",LawMissouri.com,2024-01-01,https://www.lawmissouri.com/missouri-traffic-stop-raises-key-questions-about-legal-search-and-seizure,Legal framework,no,no,no,no,yes,no,no,no,no,no,"Legal analysis of Missouri traffic stop search and seizure law; coordinated multi-agency stop; drug dog alert found nothing; consent search found nothing",Hispanic trends; racial disparities; immigration
"St. Louis immigrants band together after deadly Minneapolis enforcement",STLPR,2026-02-05,https://www.stlpr.org/government-politics-issues/2026-02-05/st-louis-year-immigration-enforcement-misinformation-anxiety,Community activism,no,yes,yes,no,no,no,no,no,no,no,St. Louis immigrant community organizing in response to Minneapolis ICE deaths,Traffic stop data; VSR
